name,category,address,district,hours,lat,lng,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats
Чебуречная СССР,"бар,паб","Москва, Ленинградский проспект, 75, корп. 1Б",Северный административный округ,"ежедневно, 11:00–23:00",55.805107,37.510628,4.4,низкие,Средний счёт:80–300 ₽,190.0,,1,65.0
Bizone Lounge Итальянская кухня,ресторан,"Москва, Ленинградское шоссе, 8/2к1",Северный административный округ,"пн-чт 11:00–01:00; пт,сб 11:00–06:00; вс 11:00–01:00",55.816591,37.501795,4.6,средние,Средний счёт:до 1000 ₽,1000.0,,0,
Остерия итальянцы,"бар,паб","Москва, улица Расплетина, 12, корп. 1",Северо-Западный административный округ,"ежедневно, 12:00–23:00",55.79127,37.482708,4.3,выше среднего,Средний счёт:1000–1500 ₽,1250.0,,0,32.0
Menza,кафе,"Москва, Щукинская улица, 42",Северо-Западный административный округ,"ежедневно, 11:00–22:00",55.809753,37.463967,4.4,средние,Средний счёт:900–1200 ₽,1050.0,,1,150.0
Шоколадница,кофейня,"Москва, улица Народного Ополчения, 49, корп. 1",Северо-Западный административный округ,"ежедневно, круглосуточно",55.794815,37.494834,4.2,средние,Средний счёт:650–850 ₽,750.0,,1,200.0
Osteria Mario,пиццерия,"Москва, Балтийская улица, 9",Северный административный округ,"ежедневно, 12:00–23:00",55.808539,37.512517,4.4,выше среднего,Средний счёт:800–1500 ₽,1150.0,,1,
АндерСон,кафе,"Москва, Ленинградский проспект, 74, стр. 8",Северный административный округ,"ежедневно, 10:00–22:00",55.806811,37.517788,4.4,высокие,Средний счёт:1500–2000 ₽,1750.0,,1,45.0
Теремок,быстрое питание,"Москва, улица Народного Ополчения, 46, корп. 1",Северо-Западный административный округ,"ежедневно, 09:00–22:00",55.792926,37.493379,4.5,,Средний счёт:300–450 ₽,375.0,,1,200.0
Пурмарили,булочная,"Москва, Волоколамское шоссе, 1, стр. 1",Северный административный округ,"ежедневно, круглосуточно",55.806408,37.505566,4.3,средние,Средний счёт:800 ₽,800.0,,0,320.0
Bread Head,кофейня,"Москва, бульвар Генерала Карбышева, 15",Северо-Западный административный округ,"пн-пт 08:30–21:30; сб,вс 09:00–22:00",55.781952,37.470147,5.0,,,,,0,
Лукум,"бар,паб","Москва, улица Маршала Бирюзова, 12",Северо-Западный административный округ,пн-пт 11:30–22:00,55.793091,37.494825,4.3,средние,Средний счёт:350–550 ₽,450.0,,0,25.0
Булочная № 5,кофейня,"Москва, Новопесчаная улица, 2",Северный административный округ,"ежедневно, 09:00–22:00",55.802306,37.517343,4.9,,,,,1,
Fresh Food,кафе,"Москва, улица Маршала Бирюзова, 32",Северо-Западный административный округ,"ежедневно, 10:00–22:00",55.799705,37.482976,4.3,,,,,0,174.0
Домино'с Пицца,пиццерия,"Москва, улица Маршала Бирюзова, 34, корп. 2",Северо-Западный административный округ,"пн-чт 10:00–01:00; пт,сб 10:00–02:00; вс 10:00–01:00",55.800111,37.481433,4.1,средние,,,,1,60.0
Гарланд,ресторан,"Москва, улица Викторенко, 4, корп. 1",Северный административный округ,пн-сб 10:00–23:00; вс 12:00–23:00,55.798521,37.527903,4.6,средние,Средний счёт:750–850 ₽,800.0,,0,60.0
Хинкальная,ресторан,"Москва, Щукинская улица, 42",Северо-Западный административный округ,"пн-чт 11:00–23:00; пт,сб 12:00–00:00; вс 11:00–23:00",55.809121,37.463954,4.4,средние,Средний счёт:850–1200 ₽,1025.0,,1,150.0
VASILCHUKÍ Chaihona №1,ресторан,"Москва, улица Алабяна, 7",Северный административный округ,"ежедневно, 11:00–06:00",55.802104,37.50809,4.3,выше среднего,Средний счёт:от 1500 ₽,1500.0,,1,94.0
Кофейня № 7,кофейня,"Москва, улица Маршала Мерецкова, 4",Северо-Западный административный округ,"пн-пт 08:00–21:00; сб,вс 08:00–20:00",55.793985,37.490302,4.6,,Цена чашки капучино:149–199 ₽,,174.0,0,2.0
Эндемик,ресторан,"Москва, улица Берзарина, 8",Северо-Западный административный округ,"ежедневно, 11:00–23:00",55.787989,37.490973,4.5,,Средний счёт:2200 ₽,2200.0,,0,110.0
Мир,кофейня,"Москва, Ленинградское шоссе, 8, корп. 2",Северный административный округ,"ежедневно, 11:00–00:00",55.816389,37.500778,4.7,,,,,0,96.0
